iter	Passed	Remaining
664	6308	3178
665	6317	3168
666	6326	3158
667	6334	3148
668	6343	3138
669	6353	3129
670	6363	3120
671	6373	3110
672	6384	3101
673	6393	3092
674	6403	3083
675	6410	3072
676	6421	3063
677	6432	3054
678	6446	3047
679	6455	3037
680	6464	3028
681	6486	3024
682	6496	3015
683	6506	3006
684	6517	2996
685	6528	2988
686	6538	2978
687	6550	2970
688	6561	2961
689	6578	2955
690	6588	2946
691	6600	2937
692	6609	2928
693	6617	2918
694	6628	2908
695	6635	2898
696	6645	2888
697	6655	2879
698	6668	2871
699	6677	2861
700	6687	2852
701	6697	2843
702	6706	2833
703	6716	2823
704	6727	2814
705	6736	2805
706	6746	2795
707	6756	2786
708	6765	2776
709	6773	2766
710	6782	2756
711	6792	2747
712	6800	2737
713	6810	2727
714	6817	2717
715	6826	2707
716	6834	2697
717	6845	2688
718	6853	2678
719	6861	2668
720	6869	2658
721	6877	2648
722	6885	2638
723	6893	2627
724	6901	2617
725	6909	2607
726	6917	2597
727	6925	2587
728	6932	2577
729	6940	2567
730	6947	2556
731	6956	2547
732	6965	2537
733	6974	2527
734	6983	2517
735	6991	2507
736	6999	2497
737	7007	2487
738	7013	2477
739	7019	2466
740	7024	2455
741	7029	2444
742	7035	2433
743	7040	2422
744	7048	2412
745	7056	2402
746	7064	2392
747	7072	2382
748	7081	2372
749	7088	2362
750	7096	2352
751	7103	2342
752	7112	2333
753	7120	2322
754	7129	2313
755	7136	2303
756	7144	2293
757	7152	2283
758	7161	2273
759	7169	2264
760	7178	2254
761	7189	2245
762	7200	2236
763	7211	2227
764	7220	2217
765	7231	2209
766	7243	2200
767	7253	2191
768	7264	2182
769	7275	2173
770	7301	2168
771	7308	2158
772	7315	2148
773	7321	2137
774	7330	2128
775	7337	2118
776	7344	2107
777	7350	2097
778	7357	2087
779	7365	2077
780	7374	2067
781	7382	2058
782	7390	2048
783	7399	2038
784	7408	2028
785	7415	2019
786	7427	2010
787	7435	2000
788	7444	1990
789	7456	1982
790	7464	1972
791	7474	1963
792	7482	1953
793	7490	1943
794	7498	1933
795	7507	1923
796	7515	1914
797	7522	1904
798	7532	1894
799	7540	1885
800	7548	1875
801	7557	1865
802	7564	1855
803	7572	1845
804	7581	1836
805	7590	1826
806	7598	1817
807	7607	1807
808	7615	1798
809	7623	1788
810	7631	1778
811	7640	1768
812	7647	1759
813	7655	1749
814	7663	1739
815	7670	1729
816	7678	1719
817	7686	1710
818	7694	1700
819	7701	1690
820	7710	1681
821	7718	1671
822	7725	1661
823	7733	1651
824	7745	1643
825	7753	1633
826	7761	1623
827	7769	1613
828	7777	1604
829	7785	1594
830	7793	1584
831	7801	1575
832	7809	1565
833	7816	1555
834	7824	1546
835	7834	1536
836	7843	1527
837	7852	1518
838	7860	1508
839	7869	1498
840	7878	1489
841	7887	1480
842	7897	1470
843	7907	1461
844	7916	1452
845	7924	1442
846	7932	1432
847	7940	1423
848	7948	1413
849	7956	1404
850	7965	1394
851	7972	1384
852	7980	1375
853	7988	1365
854	7996	1356
855	8005	1346
856	8014	1337
857	8022	1327
858	8030	1318
859	8039	1308
860	8048	1299
861	8058	1290
862	8068	1280
863	8077	1271
864	8086	1261
865	8094	1252
866	8102	1242
867	8110	1233
868	8118	1223
869	8126	1214
870	8134	1204
871	8142	1195
872	8150	1185
873	8159	1176
874	8168	1166
875	8176	1157
876	8186	1148
877	8196	1138
878	8207	1129
879	8218	1120
880	8230	1111
881	8240	1102
882	8277	1096
883	8288	1087
884	8301	1078
885	8311	1069
886	8322	1060
887	8331	1050
888	8339	1041
889	8346	1031
890	8353	1021
891	8360	1012
892	8369	1002
893	8379	993
894	8387	984
895	8397	974
896	8409	965
897	8420	956
898	8428	946
899	8439	937
900	8448	928
901	8458	918
902	8467	909
903	8476	900
904	8486	890
905	8497	881
906	8506	872
907	8518	863
908	8528	853
909	8538	844
910	8546	834
911	8557	825
912	8567	816
913	8575	806
914	8586	797
915	8596	788
916	8604	778
917	8614	769
918	8624	760
919	8636	750
920	8645	741
921	8654	732
922	8665	722
923	8672	713
924	8690	704
925	8700	695
926	8709	685
927	8721	676
928	8730	667
929	8739	657
930	8750	648
931	8758	639
932	8767	629
933	8780	620
934	8790	611
935	8800	601
936	8809	592
937	8819	582
938	8830	573
939	8842	564
940	8851	554
941	8859	545
942	8873	536
943	8883	527
944	8891	517
945	8900	508
946	8912	498
947	8921	489
948	8931	480
949	8943	470
950	8952	461
951	8959	451
952	8969	442
953	8979	432
954	8988	423
955	9001	414
956	9011	404
957	9027	395
958	9041	386
959	9052	377
960	9059	367
961	9071	358
962	9082	348
963	9093	339
964	9102	330
965	9114	320
966	9123	311
967	9133	301
968	9141	292
969	9151	283
970	9165	273
971	9175	264
972	9185	254
973	9195	245
974	9207	236
975	9222	226
976	9243	217
977	9256	208
978	9271	198
979	9284	189
980	9300	180
981	9331	171
982	9344	161
983	9353	152
984	9362	142
985	9369	133
986	9379	123
987	9388	114
988	9401	104
989	9409	95
990	9417	85
991	9425	76
992	9436	66
993	9444	57
994	9453	47
995	9465	38
996	9475	28
997	9486	19
998	9494	9
999	9503	0
