iter	Logloss
627	0.3429653132
628	0.3429469923
629	0.3429173592
630	0.3428634957
631	0.3428010732
632	0.3427824457
633	0.3427591886
634	0.3427372214
635	0.3426587024
636	0.3426137765
637	0.3425643089
638	0.3425240879
639	0.3424656848
640	0.3424169854
641	0.3423836419
642	0.3423583085
643	0.3422955576
644	0.3422654062
645	0.3422553159
646	0.3422187988
647	0.3421952926
648	0.3421489514
649	0.3420898971
650	0.3420652012
651	0.3420366499
652	0.3420119335
653	0.3419946458
654	0.3419634446
655	0.3419197732
656	0.3418863414
657	0.3418412945
658	0.3418033556
659	0.3417879172
660	0.3417676392
661	0.3417540915
662	0.3417226493
663	0.3416648767
664	0.3416505056
665	0.3416321717
666	0.3416035623
667	0.3415853054
668	0.3415758418
669	0.3415643594
670	0.3415229613
671	0.3414899442
672	0.3414587547
673	0.3414167939
674	0.3413657899
675	0.3413225338
676	0.3412909861
677	0.3412648114
678	0.3412442841
679	0.3412208519
680	0.3412095256
681	0.341148649
682	0.3410961686
683	0.3410846196
684	0.3410419216
685	0.3410224462
686	0.3409998037
687	0.3409725928
688	0.3409599352
689	0.3409191069
690	0.3408803293
691	0.3408576853
692	0.3408217441
693	0.3408109716
694	0.3407441263
695	0.3407425852
696	0.340682631
697	0.3406422934
698	0.3406303755
699	0.3406085695
700	0.3405882615
701	0.3405755175
702	0.3405320611
703	0.3405006686
704	0.3404786296
705	0.3404413098
706	0.3404288864
707	0.3404164098
708	0.3403806675
709	0.3403251114
710	0.3403111028
711	0.3402126114
712	0.3401871398
713	0.3401680583
714	0.3401174629
715	0.3401057532
716	0.3400804052
717	0.3400564776
718	0.3400398789
719	0.3400169947
720	0.3400081941
721	0.3399471738
722	0.3398602014
723	0.3398430976
724	0.3397737483
725	0.3397477263
726	0.3397093464
727	0.3396717223
728	0.3396212286
729	0.3395456768
730	0.3395035657
731	0.3394891646
732	0.3394467606
733	0.3393917364
734	0.3393726295
735	0.3393306814
736	0.3393053438
737	0.3392927304
738	0.339245649
739	0.3391974622
740	0.3391501387
741	0.3391395996
742	0.3391102092
743	0.3390814554
744	0.3390366992
745	0.339018064
746	0.338955144
747	0.3389337097
748	0.3389006322
749	0.3388586157
750	0.338838742
751	0.338813152
752	0.3387778932
753	0.3387299774
754	0.3386972185
755	0.338666648
756	0.3386088844
757	0.3385895881
758	0.3385775163
759	0.3385677139
760	0.3385189749
761	0.3384971586
762	0.3384741817
763	0.3384607751
764	0.3384368929
765	0.3383633268
766	0.3383456486
767	0.3383409354
768	0.3382749357
769	0.3381887009
770	0.3381366723
771	0.3380925575
772	0.3380749302
773	0.3380442678
774	0.3380080654
775	0.3379804914
776	0.3379472837
777	0.3379308982
778	0.3379172759
779	0.3378659034
780	0.3378518826
781	0.3378368166
782	0.3378046309
783	0.3377269824
784	0.3377005757
785	0.3376978364
786	0.3376403819
787	0.3375549681
788	0.3375355212
789	0.3374856945
790	0.3374546111
791	0.3374363846
792	0.3374150354
793	0.337373753
794	0.3373188145
795	0.3372868155
796	0.3372534078
797	0.3372019777
798	0.3371757538
799	0.337162476
800	0.3371417293
801	0.3370913106
802	0.3370273981
803	0.3369960413
804	0.3369772963
805	0.3369077883
806	0.336869799
807	0.3368243485
808	0.3367650256
809	0.3367515202
810	0.336724858
811	0.3366611584
812	0.3366305572
813	0.3366268173
814	0.3365740565
815	0.3365680376
816	0.3365640913
817	0.3365545791
818	0.3364946561
819	0.3364828022
820	0.3364309104
821	0.3363826584
822	0.3363677826
823	0.3363210845
824	0.3362459765
825	0.3361956422
826	0.3361702019
827	0.3361232749
828	0.336108399
829	0.3360535931
830	0.3360372229
831	0.33599315
832	0.3359267269
833	0.33588194
834	0.3358509577
835	0.3358177426
836	0.3357984595
837	0.335725064
838	0.3357026473
839	0.3356889368
840	0.3356543805
841	0.3356217116
842	0.3356096481
843	0.3355803104
844	0.3355563386
845	0.3355393364
846	0.335495283
847	0.3354614921
848	0.335432957
849	0.3354272662
850	0.3353825345
851	0.3353524379
852	0.3353341159
853	0.3353133712
854	0.3352745911
855	0.3352555543
856	0.3352324685
857	0.3351937162
858	0.3351454043
859	0.3351131162
860	0.335079746
861	0.3350420165
862	0.3349887379
863	0.3349594554
864	0.3349346317
865	0.3349134163
866	0.334892214
867	0.3348606289
868	0.3348421228
869	0.3347982888
870	0.3347744134
871	0.3346825175
872	0.3346656978
873	0.3346016921
874	0.3345431627
875	0.3345107226
876	0.3344676865
877	0.3344297543
878	0.334383763
879	0.3343349333
880	0.3343090331
881	0.334255583
882	0.3342326169
883	0.3341510417
884	0.3341211296
885	0.3340917481
886	0.3340309526
887	0.3340024472
888	0.3339728301
889	0.3339172346
890	0.3338852146
891	0.3338616658
892	0.3338233053
893	0.3338070238
894	0.3337746119
895	0.3337582512
896	0.333728092
897	0.3336831005
898	0.3336203412
899	0.3335487297
900	0.3335125883
901	0.3334951278
902	0.3334358475
903	0.333409932
904	0.3333452063
905	0.3332859785
906	0.3332485269
907	0.3332077781
908	0.3331676632
909	0.3331265694
910	0.3330864985
911	0.3330129699
912	0.3329747021
913	0.332951674
914	0.3329387421
915	0.332876557
916	0.3328334097
917	0.332791424
918	0.3327245608
919	0.33271276
920	0.3326587915
921	0.3326287495
922	0.332606815
923	0.3325758409
924	0.3325268984
925	0.3324689321
926	0.3324581116
927	0.3324026274
928	0.332365927
929	0.3323406748
930	0.3322836212
931	0.3322511748
932	0.3322258147
933	0.3321861682
934	0.3321709871
935	0.3321410777
936	0.3321109253
937	0.3320553997
938	0.3320000237
939	0.3319483993
940	0.3319002699
941	0.3318993147
942	0.3318575143
943	0.3318028641
944	0.3317622906
945	0.3316965805
946	0.331692003
947	0.3316871436
948	0.3316759933
949	0.3316378401
950	0.3315654549
951	0.3315157975
952	0.3314664553
953	0.3314464532
954	0.3314437283
955	0.3314372995
956	0.331409251
957	0.3313629043
958	0.3313137499
959	0.3313049459
960	0.3312697163
961	0.3312265908
962	0.3311804996
963	0.3311626157
964	0.3311411013
965	0.331096004
966	0.3310817317
967	0.3310795293
968	0.3310179804
969	0.3309983372
970	0.3309672335
971	0.3309362334
972	0.3309028376
973	0.3308398287
974	0.3308288347
975	0.3307978245
976	0.3307559526
977	0.3307080722
978	0.3306729458
979	0.3306336931
980	0.3306175113
981	0.3305799607
982	0.3305355289
983	0.3305021627
984	0.3304746485
985	0.3304369546
986	0.3303944166
987	0.3303744138
988	0.3303694186
989	0.3303482287
990	0.3303082634
991	0.3302460307
992	0.3302075393
993	0.330177497
994	0.3301335832
995	0.3301133957
996	0.3300562263
997	0.3300230137
998	0.3299948951
999	0.3299480759
